ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,MaxW,MaxL,AvgW,AvgL
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Sousa J.,36,71,1320,730,3,6,6,4,6,4,,,,,2,1,Completed,1.53,2.37,1.57,2.25,1.61,2.25,1.68,2.3,1.74,2.5,1.64,2.26
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Ivashka I.,Djere L.,193,90,275,626,6,3,6,1,,,,,,,2,0,Completed,1.44,2.62,1.37,2.85,1.5,2.62,1.41,3.14,1.53,3.4,1.41,2.91
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Khachanov K.,Bemelmans R.,47,113,1030,518,6,3,7,6,,,,,,,2,0,Completed,1.5,2.5,1.5,2.4,1.53,2.5,1.57,2.55,1.6,2.65,1.53,2.49
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Travaglia S.,Gaston H.,129,1341,448,3,6,2,6,2,,,,,,,2,0,Completed,1.05,9,1.04,8.5,1.05,9,1.06,12.24,1.06,14.5,1.04,10.81
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Simon G.,Marterer M.,66,70,790,734,7,6,7,6,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,1.67,2.2,1.69,2.28,1.74,2.46,1.68,2.17
14,Marseille,Open 13,2018-02-20T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Gombos N.,99,136,555,428,6,2,7,6,,,,,,,2,0,Completed,1.61,2.2,1.62,2.15,1.61,2.25,1.72,2.23,1.72,2.41,1.65,2.23
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Zverev M.,Kavcic B.,53,109,952,526,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.35,2.95,1.4,3,1.41,3.1,1.42,3.23,1.37,3.06
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Muller G.,Stakhovsky S.,28,118,1535,498,7,5,6,3,,,,,,,2,0,Completed,1.44,2.62,1.45,2.55,1.5,2.62,1.47,2.85,1.52,2.9,1.46,2.68
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,1st Round,3,Mahut N.,Tsitsipas S.,100,80,551,678,7,5,7,6,,,,,,,2,0,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.16,1.76,2.27,1.77,2.11,1.72
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Dzumhur D.,Fabbiano T.,29,81,1490,676,6,7,7,6,7,6,,,,,2,1,Completed,1.2,4.5,1.21,3.95,1.25,4,1.26,4.34,1.29,4.55,1.23,4.19
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Herbert P.H.,16,99,2335,555,3,6,7,6,6,4,,,,,2,1,Completed,1.4,2.75,1.4,2.75,1.44,2.75,1.45,3,1.47,3.05,1.43,2.84
14,Marseille,Open 13,2018-02-21T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Benneteau J.,Bautista Agut R.,56,22,882,1845,7,6,7,6,,,,,,,2,0,Completed,2.62,1.44,2.55,1.45,2.62,1.5,2.69,1.53,2.8,1.58,2.57,1.51
14,Marseille,Open 13,2018-02-22T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Khachanov K.,Zverev M.,47,53,1030,952,6,2,6,1,,,,,,,2,0,Completed,,,,,1.44,2.75,,,1.56,2.75,1.48,2.63
14,Marseille,Open 13,2018-02-22T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Simon G.,36,66,1320,790,6,3,6,3,,,,,,,2,0,Completed,2.25,1.57,2.2,1.6,2.1,1.73,2.31,1.69,2.4,1.87,2.23,1.65
14,Marseille,Open 13,2018-02-22T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Mahut N.,Muller G.,100,28,551,1535,3,6,6,2,6,4,,,,,2,1,Completed,2.1,1.66,2.1,1.65,2.1,1.73,2.12,1.81,2.2,1.85,2.1,1.74
14,Marseille,Open 13,2018-02-22T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Berdych T.,Travaglia S.,17,129,2230,448,5,7,7,6,6,3,,,,,2,1,Completed,1.12,6,1.12,5.4,1.12,6,1.15,6.35,1.17,6.66,1.13,5.91
14,Marseille,Open 13,2018-02-22T00:00:00Z,ATP250,Indoor,Hard,2nd Round,3,Ivashka I.,Wawrinka S.,193,13,275,2475,6,4,1,1,,,,,,,1,0,Retired,2.62,1.44,2.55,1.45,2.62,1.5,2.74,1.52,2.92,1.57,2.64,1.48
14,Marseille,Open 13,2018-02-23T00:00:00Z,ATP250,Indoor,Hard,Quarterfinals,3,Khachanov K.,Benneteau J.,47,56,1030,882,6,4,6,4,,,,,,,2,0,Completed,1.66,2.2,1.62,2.15,1.67,2.2,1.72,2.27,1.75,2.31,1.68,2.19
14,Marseille,Open 13,2018-02-23T00:00:00Z,ATP250,Indoor,Hard,Quarterfinals,3,Berdych T.,Dzumhur D.,17,29,2230,1490,7,6,,,,,,,,,1,0,Retired,1.3,3.5,1.3,3.2,1.3,3.5,1.35,3.55,1.36,3.65,1.32,3.39
14,Marseille,Open 13,2018-02-23T00:00:00Z,ATP250,Indoor,Hard,Quarterfinals,3,Pouille L.,Krajinovic F.,16,36,2335,1320,7,6,3,6,6,4,,,,,2,1,Completed,1.44,2.75,1.38,2.8,1.44,2.75,1.4,3.28,1.45,3.3,1.4,2.96
14,Marseille,Open 13,2018-02-23T00:00:00Z,ATP250,Indoor,Hard,Quarterfinals,3,Ivashka I.,Mahut N.,193,100,275,551,4,6,6,3,7,5,,,,,2,1,Completed,2.37,1.57,2.3,1.55,2.25,1.61,2.43,1.65,2.5,1.65,2.36,1.59
14,Marseille,Open 13,2018-02-24T00:00:00Z,ATP250,Indoor,Hard,Semifinals,3,Khachanov K.,Berdych T.,47,17,1030,2230,6,3,6,2,,,,,,,2,0,Completed,2.2,1.66,2.1,1.65,2.25,1.61,2.26,1.73,2.27,1.77,2.17,1.69
14,Marseille,Open 13,2018-02-24T00:00:00Z,ATP250,Indoor,Hard,Semifinals,3,Pouille L.,Ivashka I.,16,193,2335,275,6,3,7,6,,,,,,,2,0,Completed,1.22,4.33,1.21,3.95,1.25,4,1.22,4.92,1.25,5,1.22,4.31
14,Marseille,Open 13,2018-02-25T00:00:00Z,ATP250,Indoor,Hard,The Final,3,Khachanov K.,Pouille L.,47,16,1030,2335,7,5,3,6,7,5,,,,,2,1,Completed,2,1.8,1.95,1.75,2,1.8,2.04,1.88,2.1,1.97,2.01,1.81
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Jarry N.,Garcia-Lopez G.,94,67,596,785,6,3,7,6,,,,,,,2,0,Completed,2.1,1.66,2.1,1.65,2.2,1.67,2.24,1.71,2.26,1.79,2.16,1.69
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Ramos-Vinolas A.,Dutra Silva R.,19,106,1985,531,6,3,3,6,6,4,,,,,2,1,Completed,1.28,3.5,1.27,3.45,1.28,3.75,1.29,3.9,1.33,4.1,1.28,3.69
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Sandgren T.,Carballes Baena R.,60,72,860,728,4,6,6,1,4,3,,,,,1,1,Retired,2.75,1.4,3.05,1.33,3,1.4,3.35,1.37,3.44,1.44,3.05,1.38
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Verdasco F.,Mayer L.,40,49,1260,999,6,2,3,6,6,3,,,,,2,1,Completed,1.66,2.1,1.62,2.15,1.73,2.1,1.65,2.37,1.83,2.37,1.7,2.15
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Cilic M.,Berlocq C.,3,139,4960,410,6,3,6,2,,,,,,,2,0,Completed,1.16,5,1.14,5,1.17,5,1.17,5.81,1.22,6,1.17,4.99
15,Rio de Janeiro,Rio Open,2018-02-19T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Elias G.,Pella G.,114,55,518,905,6,4,5,7,7,5,,,,,2,1,Completed,3.4,1.3,3.35,1.28,3.75,1.25,3.66,1.32,3.8,1.36,3.46,1.31
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Fognini F.,Bellucci T.,21,123,1850,463,6,7,7,5,6,2,,,,,2,1,Completed,1.4,2.75,1.4,2.75,1.44,2.75,1.45,2.96,1.49,3.03,1.43,2.8
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Andujar P.,Melzer G.,1821,110,1,525,7,5,6,2,,,,,,,2,0,Completed,3.75,1.25,3.45,1.27,3.75,1.28,3.7,1.32,3.85,1.33,3.57,1.29
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Kicker N.,Estrella Burgos V.,86,138,660,412,6,3,6,3,,,,,,,2,0,Completed,1.3,3.4,1.33,3.05,1.36,3.25,1.38,3.31,1.4,3.45,1.35,3.19
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Schwartzman D.,Ruud C.,23,120,1810,467,4,1,,,,,,,,,0,0,Retired,1.25,3.75,1.27,3.45,1.3,3.5,1.31,3.79,1.32,3.9,1.29,3.59
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Cuevas P.,Monteiro T.,33,104,1380,540,6,7,7,6,6,3,,,,,2,1,Completed,1.44,2.62,1.42,2.65,1.44,2.75,1.52,2.69,1.53,2.79,1.48,2.64
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Delbonis F.,Vesely J.,63,61,825,850,6,2,3,2,,,,,,,1,0,Retired,1.61,2.2,1.62,2.15,1.67,2.2,1.72,2.23,1.72,2.4,1.64,2.26
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Bedene A.,Haider-Maurer A.,43,417,1098,91,7,5,6,0,,,,,,,2,0,Completed,1.1,7,1.11,5.6,1.11,6.5,1.14,6.5,1.18,7,1.12,6.22
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Carreno Busta P.,Cecchinato M.,11,102,2660,543,6,4,6,1,,,,,,,2,0,Completed,1.4,2.75,1.37,2.85,1.4,3,1.43,3.01,1.44,3.29,1.39,2.97
15,Rio de Janeiro,Rio Open,2018-02-20T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Monfils G.,Zeballos H.,39,68,1265,768,7,5,3,6,7,5,,,,,2,1,Completed,1.28,3.5,1.27,3.45,1.3,3.5,1.32,3.66,1.35,3.8,1.3,3.53
15,Rio de Janeiro,Rio Open,2018-02-21T00:00:00Z,ATP500,Outdoor,Clay,1st Round,3,Thiem D.,Lajovic D.,6,84,4220,666,6,2,7,5,,,,,,,2,0,Completed,1.1,7,1.08,6.5,1.11,7,1.09,9.16,1.16,9.16,1.1,6.86
15,Rio de Janeiro,Rio Open,2018-02-21T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Schwartzman D.,Delbonis F.,23,63,1810,825,6,2,6,3,,,,,,,2,0,Completed,1.36,3,1.4,2.75,1.44,2.75,1.45,2.97,1.46,3.15,1.42,2.87
15,Rio de Janeiro,Rio Open,2018-02-21T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Jarry N.,Ramos-Vinolas A.,94,19,596,1985,7,5,6,3,,,,,,,2,0,Completed,3,1.36,2.75,1.4,2.75,1.44,2.91,1.47,3.07,1.49,2.83,1.43
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Bedene A.,Carreno Busta P.,43,11,1098,2660,6,2,5,7,6,2,,,,,2,1,Completed,1.83,1.83,1.85,1.85,1.91,1.91,1.85,2.06,1.96,2.07,1.85,1.95
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Cuevas P.,Elias G.,33,114,1380,518,7,5,6,1,,,,,,,2,0,Completed,1.36,3,1.37,2.85,1.4,3,1.41,3.17,1.43,3.25,1.38,3.03
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Fognini F.,Sandgren T.,21,60,1850,860,4,6,6,4,7,6,,,,,2,1,Completed,1.22,4,1.23,3.75,1.25,4,1.29,4.05,1.29,4.25,1.25,3.9
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Monfils G.,Cilic M.,39,3,1265,4960,6,3,7,6,,,,,,,2,0,Completed,3,1.36,2.8,1.38,2.75,1.44,2.82,1.49,3,1.49,2.83,1.42
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Verdasco F.,Kicker N.,40,86,1260,660,6,7,6,2,6,0,,,,,2,1,Completed,1.33,3.25,1.33,3.05,1.36,3.25,1.42,3.14,1.42,3.4,1.36,3.16
15,Rio de Janeiro,Rio Open,2018-02-22T00:00:00Z,ATP500,Outdoor,Clay,2nd Round,3,Thiem D.,Andujar P.,6,1821,4220,1,4,2,,,,,,,,,0,0,Retired,1.06,10,1.05,7.75,1.06,9,1.07,11.54,1.07,12.5,1.05,10
15,Rio de Janeiro,Rio Open,2018-02-23T00:00:00Z,ATP500,Outdoor,Clay,Quarterfinals,3,Jarry N.,Cuevas P.,94,33,596,1380,7,5,6,3,,,,,,,2,0,Completed,2.75,1.44,2.5,1.47,2.62,1.5,2.74,1.53,2.85,1.57,2.66,1.49
15,Rio de Janeiro,Rio Open,2018-02-23T00:00:00Z,ATP500,Outdoor,Clay,Quarterfinals,3,Schwartzman D.,Monfils G.,23,39,1810,1265,6,3,6,4,,,,,,,2,0,Completed,1.8,2,1.75,1.95,1.8,2,1.85,2.08,1.92,2.1,1.78,2.03
15,Rio de Janeiro,Rio Open,2018-02-23T00:00:00Z,ATP500,Outdoor,Clay,Quarterfinals,3,Verdasco F.,Thiem D.,40,6,1260,4220,6,4,6,0,,,,,,,2,0,Completed,4,1.25,3.75,1.23,3.75,1.28,4.3,1.27,4.5,1.29,4,1.25
15,Rio de Janeiro,Rio Open,2018-02-24T00:00:00Z,ATP500,Outdoor,Clay,Quarterfinals,3,Fognini F.,Bedene A.,21,43,1850,1098,6,7,6,3,6,1,,,,,2,1,Completed,1.8,2,1.75,1.95,1.91,1.91,1.81,2.14,1.95,2.22,1.83,1.98
15,Rio de Janeiro,Rio Open,2018-02-24T00:00:00Z,ATP500,Outdoor,Clay,Semifinals,3,Schwartzman D.,Jarry N.,23,94,1810,596,7,5,6,2,,,,,,,2,0,Completed,1.28,3.75,1.27,3.45,1.3,3.5,1.29,4.05,1.32,4.22,1.28,3.74
15,Rio de Janeiro,Rio Open,2018-02-24T00:00:00Z,ATP500,Outdoor,Clay,Semifinals,3,Verdasco F.,Fognini F.,40,21,1260,1850,6,1,7,5,,,,,,,2,0,Completed,1.72,2.1,1.65,2.1,1.8,2,1.74,2.25,1.87,2.3,1.71,2.14
15,Rio de Janeiro,Rio Open,2018-02-25T00:00:00Z,ATP500,Outdoor,Clay,The Final,3,Schwartzman D.,Verdasco F.,23,40,1810,1260,6,2,6,3,,,,,,,2,0,Completed,1.72,2.1,1.72,2,1.73,2.1,1.76,2.22,1.8,2.25,1.73,2.11
16,Acapulco,Abierto Mexicano,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Donaldson J.,Basilashvili N.,59,84,878,666,6,2,3,2,,,,,,,1,0,Retired,1.4,2.75,1.42,2.65,1.44,2.75,1.45,2.94,1.5,3,1.43,2.82
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Harrison R.,Isner J.,60,19,875,2205,6,3,7,6,,,,,,,2,0,Completed,2.25,1.57,2.2,1.6,2.25,1.61,2.24,1.71,2.41,1.73,2.24,1.65
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Ferrer D.,Rublev A.,39,32,1280,1433,6,4,6,3,,,,,,,2,0,Completed,2.5,1.5,2.35,1.53,2.5,1.53,2.51,1.58,2.65,1.63,2.46,1.55
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Anderson K.,Albot R.,8,86,2825,643,6,4,6,3,,,,,,,2,0,Completed,1.14,5.5,1.14,5,1.14,5.5,1.17,5.62,1.2,6.05,1.15,5.37
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Ebden M.,Querrey S.,87,11,640,2595,6,3,1,6,7,6,,,,,2,1,Completed,4,1.22,3.85,1.22,4,1.25,4.3,1.26,4.58,1.29,4.08,1.24
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Mannarino A.,Berankis R.,24,108,1715,528,7,5,6,1,,,,,,,2,0,Completed,1.36,3,1.35,2.95,1.36,3,1.38,3.28,1.44,3.38,1.37,3.12
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Shapovalov D.,Nishikori K.,45,26,1121,1595,6,7,6,3,6,1,,,,,2,1,Completed,2.62,1.44,2.65,1.42,2.75,1.44,2.85,1.47,2.98,1.53,2.69,1.47
16,Acapulco,Abierto Mexicano,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Chung H.,Young D.,29,89,1497,631,7,6,6,1,,,,,,,2,0,Completed,1.28,3.5,1.25,3.6,1.25,4,1.24,4.44,1.31,4.44,1.26,3.84
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Del Potro J.M.,Zverev M.,9,54,2745,952,6,1,6,2,,,,,,,2,0,Completed,1.16,5,1.14,5,1.17,5,1.17,5.85,1.18,6.2,1.15,5.39
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Escobedo E.,Sock J.,123,10,461,2650,7,5,7,6,,,,,,,2,0,Completed,2.5,1.5,2.4,1.5,2.5,1.53,2.57,1.56,2.75,1.57,2.52,1.53
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Kokkinakis T.,Bublik A.,199,142,274,378,6,4,6,3,,,,,,,2,0,Completed,1.66,2.1,1.65,2.1,1.73,2.1,1.75,2.19,1.79,2.3,1.71,2.13
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Schwartzman D.,Verdasco F.,18,27,2220,1540,6,2,6,4,,,,,,,2,0,Completed,1.61,2.2,1.6,2.2,1.61,2.25,1.68,2.3,1.69,2.47,1.63,2.27
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Lopez F.,Daniel T.,38,107,1295,529,4,6,6,3,6,4,,,,,2,1,Completed,1.4,2.75,,,,,1.37,3.32,1.46,3.32,1.39,3.09
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Thiem D.,Norrie C.,6,113,3810,509,6,3,5,7,7,5,,,,,2,1,Completed,1.2,4.33,1.21,3.95,1.25,4,1.25,4.36,1.29,4.55,1.23,4.19
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Zverev A.,Mcdonald M.,5,140,4450,392,6,3,7,5,,,,,,,2,0,Completed,,,,,,,,,1.06,9.4,1.06,9.4
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Gojowczyk P.,Gomez L.,51,828,971,19,6,3,6,2,,,,,,,2,0,Completed,1.05,11,1.06,7.25,1.07,8,1.09,9.16,1.09,11.3,1.06,9
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Chung H.,Escobedo E.,29,123,1497,461,6,3,6,1,,,,,,,2,0,Completed,1.22,4,1.22,3.85,1.22,4.33,1.28,4.14,1.28,4.5,1.23,4.14
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Donaldson J.,Ebden M.,59,87,878,640,6,3,6,1,,,,,,,2,0,Completed,1.5,2.5,1.53,2.35,1.53,2.5,1.53,2.68,1.69,2.68,1.54,2.49
16,Acapulco,Abierto Mexicano,2018-02-28T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Harrison R.,Schwartzman D.,60,18,875,2220,6,3,5,7,6,4,,,,,2,1,Completed,2.37,1.53,2.4,1.5,2.37,1.53,2.56,1.58,2.61,1.61,2.43,1.56
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Thiem D.,Shapovalov D.,6,45,3810,1121,6,2,6,3,,,,,,,2,0,Completed,1.72,2,1.72,2,1.8,2,1.75,2.21,1.8,2.27,1.75,2.07
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Zverev A.,Gojowczyk P.,5,51,4450,971,7,6,6,3,,,,,,,2,0,Completed,1.28,3.5,1.24,3.65,1.25,4,1.28,4.06,1.33,4.15,1.27,3.75
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Lopez F.,Kokkinakis T.,38,199,1295,274,6,3,6,4,,,,,,,2,0,Completed,1.83,1.83,1.85,1.85,1.91,1.91,1.94,1.96,1.94,2,1.87,1.92
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Anderson K.,Mannarino A.,8,24,2825,1715,6,3,6,4,,,,,,,2,0,Completed,1.36,3,1.35,2.95,1.4,3,1.39,3.28,1.43,3.3,1.38,3.06
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,2nd Round,3,Del Potro J.M.,Ferrer D.,9,39,2745,1280,6,4,4,6,6,3,,,,,2,1,Completed,1.33,3.25,1.3,3.2,1.36,3.25,1.33,3.7,1.36,3.75,1.32,3.41
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,Quarterfinals,3,Donaldson J.,Lopez F.,59,38,878,1295,6,3,6,1,,,,,,,2,0,Completed,1.8,2,1.75,1.95,1.8,2,1.93,2,1.95,2.1,1.83,1.99
16,Acapulco,Abierto Mexicano,2018-03-01T00:00:00Z,ATP500,Outdoor,Hard,Quarterfinals,3,Zverev A.,Harrison R.,5,60,4450,875,6,4,6,1,,,,,,,2,0,Completed,1.28,3.75,1.27,3.45,1.28,3.75,1.32,3.79,1.33,3.95,1.29,3.67
16,Acapulco,Abierto Mexicano,2018-03-02T00:00:00Z,ATP500,Outdoor,Hard,Quarterfinals,3,Anderson K.,Chung H.,8,29,2825,1497,7,6,6,4,,,,,,,2,0,Completed,1.72,2.1,1.72,2,1.73,2.1,1.74,2.26,1.85,2.26,1.72,2.13
16,Acapulco,Abierto Mexicano,2018-03-02T00:00:00Z,ATP500,Outdoor,Hard,Quarterfinals,3,Del Potro J.M.,Thiem D.,9,6,2745,3810,6,2,7,6,,,,,,,2,0,Completed,1.8,2,1.75,1.95,1.91,1.91,1.77,2.2,2,2.2,1.85,1.97
16,Acapulco,Abierto Mexicano,2018-03-03T00:00:00Z,ATP500,Outdoor,Hard,Semifinals,3,Anderson K.,Donaldson J.,8,59,2825,878,6,3,4,6,6,3,,,,,2,1,Completed,1.3,3.5,1.28,3.35,1.3,3.5,1.34,3.63,1.36,3.75,1.31,3.47
16,Acapulco,Abierto Mexicano,2018-03-03T00:00:00Z,ATP500,Outdoor,Hard,Semifinals,3,Del Potro J.M.,Zverev A.,9,5,2745,4450,6,4,6,2,,,,,,,2,0,Completed,1.9,1.9,1.85,1.85,1.91,1.91,1.98,1.94,2.05,2,1.94,1.87
16,Acapulco,Abierto Mexicano,2018-03-04T00:00:00Z,ATP500,Outdoor,Hard,The Final,3,Del Potro J.M.,Anderson K.,9,8,2745,2825,6,4,6,4,,,,,,,2,0,Completed,1.5,2.62,1.42,2.65,1.44,2.75,1.52,2.75,1.54,3.1,1.48,2.66
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Sakharov G.,33,159,1335,342,6,4,6,2,,,,,,,2,0,Completed,1.2,4.5,1.18,4.3,1.2,4.5,1.19,5.32,1.25,5.32,1.19,4.72
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Tsitsipas S.,Kukushkin M.,82,88,678,638,6,2,6,7,6,3,,,,,2,1,Completed,1.53,2.37,1.57,2.25,1.61,2.25,1.6,2.47,1.69,2.47,1.62,2.29
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Bautista Agut R.,Mayer F.,23,70,1845,739,6,3,6,4,,,,,,,2,0,Completed,1.14,5.5,1.12,5.4,1.14,5.5,1.14,6.65,1.18,6.95,1.13,5.87
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Haase R.,Halys Q.,43,115,1220,484,7,5,2,6,6,4,,,,,2,1,Completed,1.4,2.75,1.42,2.65,1.44,2.75,1.47,2.85,1.56,3.02,1.44,2.78
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Baghdatis M.,Troicki V.,112,66,519,790,7,5,6,2,,,,,,,2,0,Completed,1.72,2,1.72,2,1.73,2.1,1.74,2.21,1.85,2.21,1.75,2.08
17,Dubai,Dubai Tennis Championships,2018-02-26T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Paire B.,Nishioka Y.,46,179,1075,307,5,7,6,4,6,1,,,,,2,1,Completed,1.5,2.5,1.47,2.5,1.57,2.37,1.47,2.87,1.61,2.98,1.53,2.53
17,Dubai,Dubai Tennis Championships,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Coric B.,Gasquet R.,50,37,981,1305,6,4,6,3,,,,,,,2,0,Completed,2.25,1.57,2.35,1.53,2.75,1.44,2.25,1.71,3,1.71,2.57,1.51
17,Dubai,Dubai Tennis Championships,2018-02-27T00:00:00Z,ATP500,Outdoor,Hard,1st Round,3,Struff J.L.,Haider-Maurer A.,56,417,905,91,6,2,6,4,,,,,,,2,0,Completed,1.1,7,1.07,7,1.08,7.5,1.07,10.44,1.1,11.75,1.07,8.75
